Name	Notes	FullAddress	City	Province	PostalCode
Renaissance; Fripe-Prix Des Laurentides		381 boul. Des Laurentides	Laval	Quebec	H7G 2T9
Renaissance; Fripe-Prix Pointe-aux-Trembles		1530 boul. Saint-Jean-Baptiste	Montréal	Quebec	H1B 4A4
Renaissance; Fripe-Prix Masson		3200 rue Masson	Montréal	Quebec	H1Y 1Y3
Renaissance; Fripe-Prix Saint-Hubert		6960 rue Saint-Hubert	Montréal	Quebec	H2S 2M9
Renaissance; Fripe-Prix Décarie		1495 rue de l?Église	Montréal	Quebec	H4L 2H5
Renaissance; Librairie Beaumont		1244 av. Beaumont	Mont-Royal	Quebec	H3P 3E5
Renaissance; Librairie des Sources		4917 boul. Des Sources	Montréal	Quebec	H8Y 3C8
Erso Informatique		159 boul. de Gaspé	Gaspé	Quebec	G4X 1A4
Logesco Informatique; Nicolet		2350 boul. Louis-Fréchette	Nicolet	Quebec	J3T 1M9
Hôtel de ville de Léry		1 rue de L'hôtel-de-ville	Léry	Quebec	J6N 1E8
Écocentre Saint-Tite		1019 rte 153	Saint-Tite	Quebec	G0X 3H0
Écocentre de Thetford		251 rue Caouette Ouest	Thetford Mines	Quebec	G6G 7M7
Le Papetier le libraire		403 Notre-Dame	Repentigny	Quebec	J6A 2T2
Kreasoft Développement de Solutions Informatiques		5532 ch. de L'Aéroport	Valcourt (Ville)	Quebec	J0E 2L0
Garage municipal de Sainte-Catherine		5900 boul. Saint-Laurent	Sainte-Catherine	Quebec	J5C 1B2
Garage municipal-Travaux publics de Candiac		80 boul. Montcalm Nord	Candiac	Quebec	J5R 3L8
Hôtel de ville de Saint-Placide		281 montée Saint-Vincent	Saint-Placide	Quebec	J0V 2B0
Centre de transbordement Pointe-Calumet		720 38e rue	Pointe-Calumet	Quebec	J0N 1G2
The UPS Store; Lévis		44 rte du Président-Kennedy bureau 6	Lévis	Quebec	G6V 6C5
Garage municipal de Taschereau		13 rue Principale	Taschereau	Quebec	J0Z 3N0
Progitech DM		1155 boul. Marcotte	Roberval	Quebec	G8H 2B5
Performance Informatique		1226 rue Dionne	Drummondville	Quebec	J2B 2N7
Électronique Marcel Guimond		375 rue du Collège	Sorel-Tracy	Quebec	J3P 2J5
Meubles Jacob		560 av. Broadway	Shawinigan	Quebec	G9N 1M3
Ressourcerie Saint-David-de-Falardeau		Embranchement #2 du lac Sébastien	Saint-David-de-Falardeau	Quebec	G0V 1C0
Centre Hi-Fi Groupe Sélect		4370 boul. Royal	Shawinigan	Quebec	G9N 7X7
Microgest Informatique		81 rue Notre-Dame	Saint-Tite	Quebec	G0X 3H0
Ovation Logistique inc.		9005 boul. du Quartier	Brossard	Quebec	J4Y 2P4
Ovation Logistique inc.		2745 av. Francis-Huges	Laval	Quebec	H7L 3S8
Péga Informatique		747 boul. Vezina	Dolbeau-Mistassini	Quebec	G8L 2V5
N.G. Informatique		500 boul. Industriel	Saint-Eustache	Quebec	J7R 5V3
D.V. Services Techniques		516 av. 19e	Montréal	Quebec	H8S 3S5
Garage municipal de Saint-Philippe		68 Montée Monette	Saint-Philippe	Quebec	J0L 2K0
Réso-Tech Informatique		2735 boul. Père-Lelièvre	Québec	Quebec	G1P 2X9
Solutek Informatique		36 rue Angus Nord	East Angus	Quebec	J0B 1R0
Québécom Info Plus		4579 boul. Bourque	Sherbrooke	Quebec	J1N 2G6
Service Informatique Sept-Iles		370 av. Jolliet	Sept-îles	Quebec	G4R 2B2
Marco Michaud Informatique		1169 3e rue	Val-d'Or	Quebec	J9P 4B2
Technic S.M.		3 rue de l'Hôtel de Ville	Sainte-Élizabeth-de-Warwick	Quebec	J0A 1M0
Écocentre Saint-Alphonse-Rodriguez		921 rte 343	Saint-Alphonse-Rodriguez	Quebec	J0K 1W0
Écocentre Saint-Jacques-le-Mineur		263 boul. Edouard VII	Saint-Jacques-le-Mineur	Quebec	J0J 1Z0
Écocentre Château-Richer		30 Côte de la Chapelle	Château-Richer	Quebec	G0A 1N0
Sonic Informatique inc.	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 19 h Samedi 9 h à 16 h	101 boul. Cardinal-Léger #65	Pincourt	Quebec	J7W 3Y3
Poste de transbordement Saint-Zénon		120 rang Saint-François	Saint-Zénon	Quebec	J0K 3N0
Déchetterie Saint-Camille-de-Lellis	Sur rendez-vous seulement. Les résidents peuvent déposer les PE à l'hôtel de ville à partir de la mi-novembre jusqu'à avril.	rue Fournier	Saint-Camille-de-Lellis	Quebec	G0R 2S0
Fugitek	Ouvert du lundi au vendredi de 8 h 00 à 16 h 00	7653 rue Cordner	Montréal	Quebec	H8N 2X2
Écocentre de Stoneham		100 ch. Plante	Stoneham-et-Tewkesbury	Quebec	G3C 0S4
Garage municipal l'Ascension-de-Patapédia		62 rue Principale	L'Ascension-de-Patapédia	Quebec	G0J 1R0
Mini écocentre Saint-Isidore		202 rue Boyer	Saint-Isidore	Quebec	J0L 2A0
Marceau Radio TV enr.		754 rte Bégin	Saint-Anselme	Quebec	G0R 2N0
C.E.S. Informatique		216 rue des Oblats Ouest	Saguenay	Quebec	G7J 2B1
Électronique JFB		34 rte 271  Bureau 11	Saint-Éphrem-de-Beauce	Quebec	G0M 1R0
Stil Informatique		3699 boul. Dagenais Ouest	Laval	Quebec	H7P 5C9
Dépôt municipalité Sainte-Marthe		776 rue des Loisirs	Sainte-Marthe	Quebec	J0P 1W0
Municipalité de Saint-Mathieu		311 ch. Saint-Édouard	Saint-Mathieu	Quebec	J0L 2H0
Services PIPC		483 9e rue Est	La Guadeloupe	Quebec	G0M 1G0
Cartouches Certifiées; Boutique		3813 rue Saint-Denis	Montréal	Quebec	H2W 2M4
Claude Fortier Radio-TV		540 8e rue Est	La Guadeloupe	Quebec	G0M 1G0
Mides Photocopieur		1092 rue Lévis bureau 4	Terrebonne	Quebec	J6W 4L1
Cartouches Certifiées; Entrepôt		160 rue Saint-Viateur Est local #411	Montréal	Quebec	H2T 1A8
Écocentre Arthur-Gagnon		210 av. Marcel-Baril	Rouyn-Noranda	Quebec	J9X 7C1
Caserne de pompier Saint-David	2e samedi du mois de mars, juin, septembre et décembre: 9h à 12h	41 rue Vue-du-Manoir	Saint-David	Quebec	J0G 1L0
Écocentre Ste-Émélie-de-l'Énergie		593 rang de la Seigneurie	Sainte-Émélie-de-l'Énergie	Quebec	J0K 2K0
Matériaux secs Canton de Hope		123 rte Whittom	Hope	Quebec	G0C 2K0
Ressourcerie Entraide Agapè		3275 ch. Royal	Québec	Quebec	G1E 1V8
Coopérative de solidarité ETC		445 rue Lacroix	La Tuque	Quebec	G9X 1V8
Écocentre Disraeli	Résidents seulement	60 rue Industrielle	Disraeli	Quebec	G0N 1E0
Ressourcerie de la Matapédia		56 rue du Pont bureau 5	Amqui	Quebec	G5J 2P5
Garage municipal Shannon		79 ch. de Gosford	Shannon	Quebec	G0A 4N0
Cartouches-Escompte inc.	Ouvert lundi au vendredi 9 h 30 à 17 h 00 Samedi et dimanche 9 h 30 à 12 h	3920 boul. Wilfrid-Hamel	Québec	Quebec	G1P 2J2
Déchetterie municipale		120 rte du Président-Kennedy	Saint-Henri	Quebec	G0R 3E0
Recyclage Frédérick Morin		1752 rue Saint-Cléophas	Saint-Gabriel-de-Brandon	Quebec	J0K 2N0
Garage municipal Saint-Roch-de-Richelieu		1111 rue du Parc	Saint-Roch-de-Richelieu	Quebec	J0L 2M0
Bureau municipal Saint-Barthélemy		1980 rue Bonin	Saint-Barthélemy	Quebec	J0K 1X0
Solutions Informatiques G.A. Inc.		13950 boul. Lacroix	Saint-Georges	Quebec	G5Y 1P8
Solutions Informatiques G.A. Inc.		440 boul. Vachon Nord	Sainte-Marie	Quebec	G6E 1M1
Microsys TM		2995 boul. Le Corbusier	Laval	Quebec	H7L 3M3
Beauce Informatek	Ouvert lundi au jeudi 9 h à 19 h Vendredi 9 h à 16 h Samedi 9 h à 12 h	34 rte 271 sud	Saint-Éphrem-de-Beauce	Quebec	G0M 1R0
Écocentre de l'Ange-Gardien	Dernier samedi d'avril au dernier samedi d'octobre: Ouvert 8 h à 16 h	775 ch. Lucien Lefrançois	L'Ange-Gardien	Quebec	G0E 2K0
Northern village of Kuujjuaq		400 rue Airport-Road CP 210	Kuujjuaq	Quebec	J0M 1C0
Legault Électronique		789 rue Saint-Jean-Baptiste	Sainte-Martine	Quebec	J0S 1V0
Papeterie du Sagittaire 2003	Ouvert lundi au mercredi 8 h 30 à 17 h Jeudi et vendredi 8 h 30 à 18 h Samedi et dimanche fermés	1021 boul. Bécancour	Bécancour	Quebec	G9H 3T1
COOPSCO Trois-Rivières		3351 boul. des Forges pavillon Albert Tessier local 1255A-T	Trois-Rivières	Quebec	G9A 5H7
Entreposage St-Sulpice		711 rue Notre-Dame	Saint-Sulpice	Quebec	J5W 3X1
Garage municipal Saint-Constant		25 montée LaSaline	Saint-Constant	Quebec	J5A 2A8
Garage municipal Delson	Ouvert lundi au jeudi 8 h 30 à 12 h oe13 h à 16 h 30 Vendredi 8 h 30 à 12 h	142 rue Fleming	Delson	Quebec	J5B 1X6
IT Experts	Ouvert lundi au vendredi 9 h à 21 h	444 boul. Saint-René Est bureau 100	Gatineau	Quebec	J8P 8A9
STR Micro	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 21 h Samedi 9 h 30 à 17 h Dimanche fermé	1950 ch. du Fer-à-Cheval local B	Sainte-Julie	Quebec	J3E 2T6
Canadian Tire; Chicoutimi	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	1257 boul. Talbot	Saguenay	Quebec	G7H 4C1
Garage municipal Ham-Sud		22 ch. Gosford Sud	Ham-Sud	Quebec	J0B 3J0
Canadian Tire; Jonquière	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	2290 boul. René-Lévesque	Saguenay	Quebec	G7S 5Y5
Écocentre Lac-des-Plages		2053 ch. du Tour du Lac	Lac-des-Plages	Quebec	J0T 1K0
Ressourcerie Transition inc.		196 rue Dorion	Drummondville	Quebec	J2C 1T9
Garage municipal Notre-Dame-de-la-Paix		219 rue Notre-Dame	Notre-Dame-de-la-Paix	Quebec	J0V 1P0
Wemindji ecocenter		86 Beaver	Wemindji	Quebec	J0M 1L0
Recyc Lav	Sur rendez-vous seulement	1058 rte Saint-Joseph	Saint-Flavien	Quebec	G0S 1N0
Écoparc de Repentigny		336 rue Charles-Marchand	Repentigny	Quebec	J5Z 4P1
PSG Métal		175 boul. Louis XIV	Québec	Quebec	G2K 1W6
CYBER 3d	Heure d'ouverture 8h00 à 17h00 Du lundi au vendredi	727 boul. Frontenac Ouest	Thetford Mines	Quebec	G6G 7X9
Écocentre Saint-Tite-des-Caps		374 av. Royale	Saint-Tite-des-Caps	Quebec	G0A 4J0
Écocentre de Trécesson		 ch. Desboues	Trécesson	Quebec	J0Y 2S0
Maison Le Ricochet		9 ch. De la Beurrerie	La Pûche	Quebec	J0X 2W0
Garage municipal Deux-Montagnes	Avril à novembre : 1er samedi du mois: 9h à 15h	625 20e Avenue	Deux-Montagnes	Quebec	J7R 7E9
Garage municipal Fassett		1 rue Boucher	Fassett	Quebec	J0V 1H0
Centre de tri EBI Environnement inc.		1481 rue Raoul-Charette	Joliette	Quebec	J6E 8S5
Écocentre Sainte-Marcelline-de-Kildare		391 rang Pied de la Montagne	Sainte-Marcelline-de-Kildare	Quebec	J0K 2Y0
Lieu d?enfouissement en tranchée de Matagami		ch. du lac Matagami	Matagami	Quebec	J0Y 2A0
CGL Micro inc.	Lundi au mercredi : 8h30 à 17h30 Jeudi et vendredi 8h30 à 20h00 Samedi 10h00 à 16h00 (fermé le samedi pendant l'été)	199 rue Saint-Paul	Repentigny	Quebec	J5Z 2H9
InfoEstrie Senc.	Heures d'ouvertures: 8 h à 17 h	90 rue Main	North Hatley	Quebec	J0B 2C0
Ramasse.ca inc.		10800 rue Cantin	Montréal	Quebec	H1G 6P7
L'Entraide (Pont-Viau et Laval-des-Rapides) inc.		664 rue Saint-André	Laval	Quebec	H7G 3A5
Microrama Informatique inc.	Heures d'ouverture: 8 h 30 à 17 h	99 rue Edouart-Ellis	Gatineau	Quebec	J8P 4X7
Garage municipal Sainte-Élisabeth		2270 rue Principale	Sainte-Élisabeth	Quebec	J0K 2J0
Infoteck		2563 boul. des Hûtres	Shawinigan	Quebec	G9N 3A6
Textil'Art		2615 boul. Le Corbusier	Laval	Quebec	H7S 2E8
Garage municipal de Wemotaci		60 rue Kenosi	Wemotaci	Quebec	G0X 3R0
Canadian Tire; La Baie no 335	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	2300 rue Bagot	Saguenay	Quebec	G7B 3Z3
Garage municipal Opitciwan		1 rue Opitciwan	Obedjiwan	Quebec	G0W 3B0
Garage municipal Manawan		121 rue Mistassini	Manawan	Quebec	J0K 1M0
Renaissance; Librairie Chambly-Rémillard (Rive-Sud)		2590 ch. Chambly	Longueuil	Quebec	J4L 1M5
Renaissance; Librairie île-Perrot		106 boul. Don-Quichotte unité 22	L'île-Perrot	Quebec	J7V 6L7
Renaissance; Centre de don Somerled		6252 av. Somerled	Montréal	Quebec	H3X 2B6
Renaissance; Centre de don Jolibourg; Ouest de Laval		1263 boul. Jolibourg	Laval	Quebec	H7Y 1Z8
Renaissance; Centre de don Blainville; Rive-Nord		1083 boul. Curé-Labelle local 107	Blainville	Quebec	J7C 3M9
Renaissance; Fripe-Prix Montréal-Nord		5500 boul. Henri-Bourassa Est	Montréal	Quebec	H1G 2T2
Terrapure Environnement- Installation de Rouyn-Noranda		133 av. Marcel-Baril	Rouyn-Noranda	Quebec	J9X 7B9
Travaux publics; Beaconsfield		300 boul. Beaurepaire	Beaconsfield	Quebec	H9W 3C1
Renaissance; Centre de don Sainte-Julie		1615 ch. du Fer-À-Cheval	Sainte-Julie	Quebec	J3E 1G3
Terrapure Environnement- Installation de Rimouki		195 rue des Négociants	Rimouski	Quebec	G5M 1B7
Terrapure Environnement- Installation de Laterrière		3500  Chemin du Plateau Sud	Saguenay	Quebec	G7N 1L9
InfoXtreme		5308 rue Principale	Saint-Félix-de-Valois	Quebec	J0K 2M0
Garage municipal Berthierville		610 rue Saint-Viateur	Berthierville	Quebec	J0K 1A0
Centre de multirecyclage		105 rue Blanchard	Sainte-Thérèse	Quebec	J7E 4N4
Garage municipal Saint-Narcisse		353 rue Notre-Dame	Saint-Narcisse	Quebec	G0X 2Y0
Terrapure Environnement- Installation de Châteauguay		125 rue Bélanger	Châteauguay	Quebec	J6J 4Z2
Écocentre Saint-Zotique		2050 rue Principale	Saint-Zotique	Quebec	J0P 1Z0
Écocentre Lac-Simon		123 ch. Du Parc	Lac-Simon	Quebec	J0V 1E0
Garage municipal Saint-Côme		1195 39e rue	Saint-Côme	Quebec	J0K 2B0
Renaissance; Centre de distribution et de liquidation		5900 rue Ferrier	Montréal	Quebec	H4P 1M7
Entreprise Recyclage Ungava		925 3e rue	Chibougamau	Quebec	G8P 1R4
Kahnawake Mohawk Territory- Transfer Depot		P.O. Box 1089	Kahnawake	Quebec	J0L 1B0
Garage des travaux publics	Heures d'ouverture: Lundi au jeudi : 8h à 12h et 13h à 16h30. Vendredi : 8h à 12h.	300 rue Surrey	Baie-D'Urfé	Quebec	H9X 2E7
Bureautech Laurentides inc.		323 rue de la Madone	Mont-Laurier	Quebec	J9L 1R8
Écocentre de Saint-Ferréol-les-Neiges	1er avril au 1er décembre Jeudi et vendredi de 11h à 16h Samedi de 10h à 17h	4054 av. Royale	Saint-Ferréol-les-Neiges	Quebec	G0A 3R0
Écocentre de Lambton	Horaire: Mai à octobre. Samedi: 8h à 12h.	176 rang Saint-Michel	Lambton	Quebec	G0M 1H0
TDI Solutions inc.		1520 av. 55e	Montréal	Quebec	H8T 3J5
Conseil régional de l'environnement de Laval		3235 boul. Saint-Martin Est bureau 218	Laval	Quebec	H7E 5G8
Centre de tri de Chicoutimi (Matrec)		1185 rue Antonio-Lemaire	Saguenay	Quebec	G7K 1J2
Informatique Sylvain Patry		11 rue Vaillancourt	Gracefield	Quebec	J0X 1W0
Services Info Comm		90 boul. Notre-Dame	Clermont	Quebec	G4A 1C7
Écocentre de Rigaud		32 rue de la Coopérative	Rigaud	Quebec	J0P 1P0
Garage municipal Sainte-Marthe-sur-le-Lac		2960 boul. des Promenades	Sainte-Marthe-sur-le-Lac	Quebec	J0N 1P0
Garage municipal d'Entrelacs		2271 ch. d'Entrelacs	Entrelacs	Quebec	J0T 2E0
Stéréo Plus; Val d'Or		1817  3e-Avenue	Val-d'Or	Quebec	J9P 7A9
Renaissance; Centre de don Jarry		1460 rue Jarry Est	Montréal	Quebec	H2E 1A9
Écocentre Saint-Laurent	ICI: Quantité limité à 1 mètre cube par jour	3535 rue Sartelon	Montréal	Quebec	H4R 1E6
Centre d'ordinateurs S.T.O.		1415 rue Frank-Carrel	Québec	Quebec	G1N 4N7
Bazar Sainte-Rose	Appeler pour connaître les heures d'ouverture	186 boul. Sainte-Rose bureau B	Laval	Quebec	H7L 1L4
Écocentre Salaberry-de-Valleyfield		2575 boul. Mgr-Langlois	Salaberry-de-Valleyfield	Quebec	J6S 5P7
MultiRecycle		31 boul. Saint-Joseph	Montréal	Quebec	H8S 2K9
Garage municipal de Beaumont		48 ch. du Domaine	Beaumont	Quebec	G0R 1C0
Entreprise École Recypro		70 rue Simon	Lachute	Quebec	J8H 3R8
Écocentre de Saint-Hubert-de-Rivière-Du-Loup		151 1er Rang Est	Saint-Hubert-de-Rivière-du-Loup	Quebec	G0L 3L0
Écocentre de La Pocatière		410 14e rue	La Pocatière	Quebec	G0L 3L0
Renaissance; Centre de don Place Vilamont		1857 boul. René-Laennec	Laval	Quebec	H7M 5E2
Éco-quartier Montréal Nord		10861 boul. Pie-IX	Montréal	Quebec	H1H 4A9
La Ressourcerie de Portneuf		736 av. Principale	Saint-Marc-des-Carrières	Quebec	G0A 4B0
Electro-5 inc.	Du lundi au vendredi de 7h30 à 17h30	4135 boul. Industriel	Sherbrooke	Quebec	J1L 2S7
Déchetterie Saint-Magloire		160 rte 281	Saint-Magloire	Quebec	G0R 3M0
Écocentre Notre-Dame-de-Montauban		505 av. des Loisirs	Notre-Dame-de-Montauban	Quebec	G0X 1W0
Garage municipal Sainte-Béatrix	Mai à octobre seulement	1305 rang Sainte-Cécile	Sainte-Béatrix	Quebec	J0X 1Y0
Écocentre Saint-Lambert-de-Lauzon		515 rue Saint-Aimé	Saint-Lambert-de-Lauzon	Quebec	G0S 2W0
Renaissance; Centre de don Cousineau		6250 boul. Cousineau bureau 103A	Longueuil	Quebec	J3Y 8X9
Écocentre Saint-Rémi		284 rue de L?Église	Saint-Rémi	Quebec	J0L 2L0
Centre de tri Mélimax inc.		222 boul. Industriel	Châteauguay	Quebec	J6J 4Z2
Renaissance; Librairie Bélanger		5872 rue Bélanger	Montréal	Quebec	H1T 1G6
Fleet Informatique		134 rue Baby	Joliette	Quebec	J6E 2V5
Garage municipal Saint-Adalbert		106 rue Principale	Saint-Adalbert	Quebec	G0R 2W0
Écocentre Tricomm		550 ch. de la Gare	Schefferville	Quebec	G0G 2T0
Renaissance; Fripe-Prix Galeries Normandie		2670 rue de Salaberry local 2670 & 2674	Montréal	Quebec	H3M 1L3
Municipalité de La Macaza		53 rue des Pionniers	La Macaza	Quebec	J0T 1R0
Renaissance; Librairie Fleury-Hamel		1499 boul. Fleury Est	Montréal	Quebec	H2C 1S3
3R Québec inc.	Entrée sur la rue Napoléon-Groulx	310 rue Notre-Dame bureau B	Gatineau	Quebec	J8P 1L1
Kangiqsujuaq Co-op		  Kangiqsujuaq	Kangiqsujuaq	Quebec	J0M 1K0
Kangirsuk Co-op		  Kangirsuk	Kangirsuk	Quebec	J0M 1A0
Inukjuak Co-op		  Inukjuak	Inukjuak	Quebec	J0M 1M0
Kuujjuarapik Co-op		  Gd	Kuujjuarapik	Quebec	J0M 1G0
Écocentre Deschaillons		1995 rte Marie-Victorin	Deschaillons-sur-Saint-Laurent	Quebec	G0S 1G0
Éco-quartier Lachine		735 rue Notre-Dame	Montréal	Quebec	H8S 2B5
Bedirect inc.		640 boul. Industriel suite 103	Saint-Jean-sur-Richelieu	Quebec	J3B 7X4
Écocentre Saint-Alexis-des-Monts	Ouvert du 15 juin au 1er novembre	606 rte 349	Saint-Alexis-des-Monts	Quebec	J0K 1V0
PureSphera inc.		4170 boul. la Prade suite 100	Bécancour	Quebec	G9H 0B6
Salluit Co-op		  GD	Salluit	Quebec	J0M 1S0
Micro-écocentre de Deschambault-Grondines		11 boul. des Sources	Deschambault-Grondines	Quebec	G0A 1S0
Ovation Logistique inc.		1665 rue Atmec	Gatineau	Quebec	J8R 3Y2
GLC Audio Vidéo		249 rue de la Madone	Mont-Laurier	Quebec	J9L 1R3
Grands Frères Grandes S?urs de l'Outaouais		195 rue Devault unité 10	Gatineau	Quebec	J8Z 1S7
Shopper + inc.		2210 av. 52e	Montréal	Quebec	H8T 2Y3
Entreprises Century Laser	Heures d'affaires : de 8 h 30 à 17 h 00	8074 rte Transcanadienne	Montréal	Quebec	H4S 1M5
Garage municipal Sainte-Geneviève-de-Batiscan		33 rue Saint-Charles	Sainte-Geneviève-de-Batiscan	Quebec	G0X 2R0
COOPSCO F.X. Garneau		1660 boul. de l'Entente	Québec	Quebec	G1S 4S3
Renaissance; Centre de don Marcel-Laurin		1545 boul. Marcel-Laurin bureau 1	Montréal	Quebec	H4R 0B7
Fonderie Horne		101 av. Portelance	Rouyn-Noranda	Quebec	J9X 5B6
Renaissance; Centre de don Chambly Leblanc		1148 ch. de Chambly	Longueuil	Quebec	J4J 3W5
Centre Hi-Fi Chicoutimi		1840 boul. Talbot	Saguenay	Quebec	G7H 7Y2
Informatique Bromont		50 ch. de Gaspé	Bromont	Quebec	J2L 2N8
Groupe Focus Communications		17230 av. Saint-Louis	Saint-Hyacinthe	Quebec	J2T 3G7
Garage municipal de Sainte-Anne-de-la-Pérade		200 rue Principale	Sainte-Anne-de-la-Pérade	Quebec	G0X 2J0
Centre-Hi-Fi Ste-Agathe		217 rue Principale Est	Sainte-Agathe-des-Monts	Quebec	J8C 1K5
Écocentre Beauharnois		50 rue des Hauts-Fourneaux	Beauharnois	Quebec	J6N 1Y1
LML Technologie inc. oeAMJ Montréal		1255 av. 32ème	Montréal	Quebec	H8T 3H2
Dépôt Abénakis Wôlinak		10275 rue Leblanc bureau 109	Wôlinak	Quebec	G0X 1B0
Informatique Commerciale du Suroît inc.		1615 ch. Daoust bureau 100	Vaudreuil-Dorion	Quebec	J7V 0Z8
Électrobac-Centre de Commerce Mondial; Ivanhoé Cambridge	Devant la Banque Scotia, près de la sortie vers le Métro Square Victoria	747 rue du Square-Victoria	Montréal	Quebec	H2Y 3Y9
Électrobac-Immobilière Banque Nationale	À l'entrée Rue de la Gauchetière Ouest, dans le hall, à gauche	600 rue de la Gauchetière Ouest 2e étage	Montréal	Quebec	H3B 4L2
Électrobac-Loto-Québec	Au rez-de-chaussée, contre le mur qui est dos au poste de garde, à côté du bac multimatières et de piles	500 rue Sherbrooke Ouest	Montréal	Quebec	H3A 3C6
Électrobac-HEC Montréal; Édifice Decelles	Devant le registrariat; Édifice Decelles	5255 av. Decelles	Montréal	Quebec	H3T 2B1
Électrobac-Jardin botanique; Espace pour la vie	Dans le complexe d'accueil du Jardin botanique	4101 rue Sherbrooke Est	Montréal	Quebec	H1X 2B2
Électrobac-Cepsum; Université de Montréal	Entrée principale du Cepsum, au pied de l'escalier	2100 boul. Édouard-Montpetit	Montréal	Quebec	H3T 1J4
Électrobac-Pavillon André-Aisenstadt; Université de Montréal	Entrée principale du pavillon André-Aisenstadt	2920 ch. de la Tour	Montréal	Quebec	H3T 1N8
Électrobac-Pavillon Jean-Brillant; Université de Montréal	À droite, dans l'entrée principale du pavillon Jean-Brillant	3200 rue Jean-Brillant	Montréal	Quebec	H3T 1N8
Électrobac-HEC Montréal; Édifice Côte-Sainte-Catherine	À droite, dans l'entrée Louis-Colin; Édifice Côte-Sainte-Catherine	3000 ch. de la Côte-Sainte-Catherine	Montréal	Quebec	H3T 2A7
Les entreprises Gilles Plamondon ltée; La Clef de Sol		592 rue Saint-Joseph	Saint-Raymond	Quebec	G3L 1L1
Électrobac-Maison du développement durable	À gauche, dans le vestibule d'entrée	50 rue Sainte-Catherine Ouest	Montréal	Quebec	H2X 3V4
Électrobac-Pavillon Roger-Gaudry; Université de Montréal	Entrée U-1 du pavillon Roger-Gaudry	2900 boul. Édouard-Montpetit	Montréal	Quebec	H3T 1J4
Électrobac-Pavillon Marie-Victorin; Université de Montréal	Entrée principale du pavillon Marie-Victorin, à droite de la photocopieuse	90 av. Vincent-d'Indy	Montréal	Quebec	H2V 2J7
Garage municipal Lavaltrie		275 rue Notre-Dame	Lavaltrie	Quebec	J5T 1N8
Vert Vert PC		153 rue 7ème	Rouyn-Noranda	Quebec	J9X 1Z8
Écocentre MRC Pierre-De Saurel		3145 rue Joseph-Simard	Sorel-Tracy	Quebec	J3R 0E3
Garage municipal de Sainte-Florence		6 rue des Loisirs	Sainte-Florence	Quebec	G2J 2M0
Portage-du-Fort; Salle municipale		24 rue Church	Portage-du-Fort	Quebec	J0X 2T0
Renaissance; Fripe-Prix Saint-Martin		965 boul. Curé-Labelle	Laval	Quebec	H7V 2V7
Bo Mont Expert	Lundi au vendredi 8h à 17h	482 boul. Taché Est	Montmagny	Quebec	G5V 1E2
Dépanne-TOUT		903 boul. du Curé-Boivin	Boisbriand	Quebec	J7G 2S8
Garage Martin St-Onge		2745 rte 235	Saint-Pie	Quebec	J0H 1W0
Renaissance; Librairie Saint-Luc		240 boul. Saint-Luc local 1A	Saint-Jean-sur-Richelieu	Quebec	J2W 1C2
Renaissance; Librairie Faubourg des Prairies		12451 boul. Rodolphe-Forget local B	Montréal	Quebec	H1E 0A2
Tardif Électronique inc.		214 rue du Manoir	Cap-Saint-Ignace	Quebec	G0R 1H0
Garage municipal de Saint-Apollinaire		85 rue des Vignes	Saint-Apollinaire	Quebec	G0S 2E0
Garage municipal Saint-Marcel		35 rue des Loisirs	Saint-Marcel	Quebec	G0R 3R0
Ancienne école Saint-Damase-de-L'Islet		167 rte 204	Saint-Damase-de-L'Islet	Quebec	G0R 2X0
Électrobac-Place Rosemère; Morguard	Au kiosque d'information	401 boul. Labelle	Rosemère	Quebec	J7A 3T2
Électrobac-Les Jardins Dorval; Strathallen	À l'entrée sur Avenue Carson, en face de la SAQ	352 av. Dorval bureau 208	Dorval	Quebec	H9S 3H8
Électrobac-Metro Wilderton (Alimantation Normand Hudon)	Dans le vestibule d'entrée	2875 av. Van Horne	Montréal	Quebec	H3S 1P6
Électrobac-Metro Marcanio	Dans le hall d'entrée	1550 rue Bélanger	Montréal	Quebec	H2G 1A9
Électrobac-Metro Plus Marché J.C. Messier Auteuil; Metro Groupe Messier	Après les caisses, tout juste avant la sortie	5000 boul. des Laurentides	Laval	Quebec	H7K 2J5
Électrobac-Metro Plus Dépatie	À côté de la porte de sortie	1100 boul. de l'Avenir	Laval	Quebec	H7N 6L2
Électrobac-Université de Sherbrooke; Campus Longueuil	Au 2e étage devant le poste de sécurité	150 place Charles-LeMoyne	Longueuil	Quebec	J4K 0A8
Électrobac-IGA Extra Alimentation C.C. Sévigny	À côté de la porte de sortie	5805 boul. Robert-Bourassa	Laval	Quebec	H7E 0A4
Électrobac-Metro Plus Drouin Longueuil	Dans le corridor de sortie vers le stationnement arrière	395 rue Saint-Charles Ouest	Longueuil	Quebec	J4H 1G1
Électrobac-IGA Marchés Louise Ménard; Saint-Lambert	À l'entrée principale de l'épicerie, à côté du guichet automatique	299 boul. Sir-Wilfrid-Laurier	Longueuil	Quebec	J4R 2L1
